Species,SealID,Sex,Age,YearCollected,MonthCollected,DayCollected,CollectionArea,NAFO,PreyCode,Prey,PreyGenusSpecies,PreyFamily,PreySubFamily,NumberOfIndividuals,MeasuredOrEstimated,PartMeasured,OtolithErosionState (ES),PartMeasurementValue (mm),PreyLength (cm),PreyWeight (g),Comments
Pagophilus groenlandicus,63892,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.48,,,
Pagophilus groenlandicus,63892,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.6,,,
Pagophilus groenlandicus,63892,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.69,,,
Pagophilus groenlandicus,63892,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.47,,,
Pagophilus groenlandicus,63892,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.4,,,
Pagophilus groenlandicus,63892,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.33,,,
Pagophilus groenlandicus,63892,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.5,,,
Pagophilus groenlandicus,63892,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,5,3,7,,1.49,,,average of ES 2; N=8
Pagophilus groenlandicus,63893,M,4,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.27,,,
Pagophilus groenlandicus,63893,M,4,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.32,,,
Pagophilus groenlandicus,63893,M,4,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.34,,,
Pagophilus groenlandicus,63893,M,4,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.34,,,
Pagophilus groenlandicus,63893,M,4,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.35,,,
Pagophilus groenlandicus,63893,M,4,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.27,,,
Pagophilus groenlandicus,63893,M,4,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.45,,,
Pagophilus groenlandicus,63893,M,4,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.4,,,
Pagophilus groenlandicus,63893,M,4,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.64,,,
Pagophilus groenlandicus,63893,M,4,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,9,3,7,,1.38,,,average of ES 2; N=9
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.27,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.39,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.66,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.32,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.38,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.48,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.5,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.52,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.59,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.4,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.64,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.45,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,11,3,7,,1.46,,,average of ES 2; N=12
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,4.7,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,2.45,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.93,,,
Pagophilus groenlandicus,63894,M,2,2018,2,19,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.27,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.74,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.57,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.15,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.53,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.69,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.94,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.17,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,8.14,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.18,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.34,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.77,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.99,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.5,,,
Pagophilus groenlandicus,63895,M,1,2018,2,16,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,8,3,7,,6.13,,,average of ES 2; N=13
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.58,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.48,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.47,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.41,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.42,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.47,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.45,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.52,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.53,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.63,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,35,3,7,,1.49,,,average of ES 2; N=10
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,2,5.74,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,99,5.22,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,99,4.91,,,
Pagophilus groenlandicus,63896,M,1,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,99,5.06,,,
Pagophilus groenlandicus,63350,F,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.35,,,
Pagophilus groenlandicus,63350,F,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.25,,,
Pagophilus groenlandicus,63350,F,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.39,,,
Pagophilus groenlandicus,63350,F,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.43,,,
Pagophilus groenlandicus,63350,F,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.47,,,
Pagophilus groenlandicus,63350,F,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.63,,,
Pagophilus groenlandicus,63351,F,1,2018,1,19,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63897,M,1,2018,1,19,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,2.07,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,187,Capelin,Mallotus villosus,,,1,1,7,2,1.87,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.35,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.12,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.28,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.91,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.06,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,4.98,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,4.6,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,10.26,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,4.98,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,4.08,,,
Pagophilus groenlandicus,63352,F,4,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,57,3,7,,5.86,,,average of ES 2; N=10
Pagophilus groenlandicus,63353,F,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.4,,,
Pagophilus groenlandicus,63353,F,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.78,,,
Pagophilus groenlandicus,63353,F,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.9,,,
Pagophilus groenlandicus,63353,F,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.24,,,
Pagophilus groenlandicus,63353,F,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.31,,,
Pagophilus groenlandicus,63353,F,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.33,,,
Pagophilus groenlandicus,63353,F,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.41,,,
Pagophilus groenlandicus,63353,F,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.44,,,
Pagophilus groenlandicus,63353,F,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.5,,,
Pagophilus groenlandicus,63353,F,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.52,,,
Pagophilus groenlandicus,63353,F,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.51,,,
Pagophilus groenlandicus,63353,F,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,10,3,7,,1.49,,,average of ES 2; N=11
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.25,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.39,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.2,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.33,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.72,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.15,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.16,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,4,3,7,,1.31,,,average of ES 2; N=7
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.75,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.59,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.59,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.06,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.34,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.73,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.84,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.89,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.36,,,
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,78,3,7,,6.01,,,average of ES 2; N=10
Pagophilus groenlandicus,63354,F,4,2018,2,19,340,3KH,8020,"Shrimp, Unidentified",,,,8,99,6,,,,,tails
Pagophilus groenlandicus,63898,M,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.4,,,
Pagophilus groenlandicus,63898,M,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.5,,,
Pagophilus groenlandicus,63898,M,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.38,,,
Pagophilus groenlandicus,63898,M,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.32,,,
Pagophilus groenlandicus,63898,M,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.33,,,
Pagophilus groenlandicus,63898,M,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.34,,,
Pagophilus groenlandicus,63898,M,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.37,,,
Pagophilus groenlandicus,63898,M,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.39,,,
Pagophilus groenlandicus,63898,M,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.4,,,
Pagophilus groenlandicus,63898,M,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.45,,,
Pagophilus groenlandicus,63898,M,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.56,,,
Pagophilus groenlandicus,63898,M,4,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,13,3,7,,1.4,,,average of ES 2; N=11
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.82,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.57,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.54,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.67,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.55,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.6,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.7,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.7,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.36,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.8,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.58,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.29,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.64,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.4,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,25,3,7,,1.59,,,average of ES 2; N=14
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,4.78,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.18,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.27,,,
Pagophilus groenlandicus,63899,M,NA,2018,1,17,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.38,,,
Pagophilus groenlandicus,63355,F,1,2018,1,19,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.22,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.3,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,2,4.29,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.79,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.85,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,4.66,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.28,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.6,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.61,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.56,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,26,3,7,,5.48,,,average of ES 2; N=7
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.05,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.15,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,2.21,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1.13,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,0.99,,,
Pagophilus groenlandicus,63900,M,2,2018,1,19,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,0.94,,,
Pagophilus groenlandicus,63901,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.03,,,
Pagophilus groenlandicus,63901,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.28,,,
Pagophilus groenlandicus,63901,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.19,,,
Pagophilus groenlandicus,63901,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.18,,,
Pagophilus groenlandicus,63901,M,1,2018,1,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.36,,,
Pagophilus groenlandicus,63901,M,1,2018,1,19,340,3KH,857,Snailfish,Liparis  sp.,,,1,1,7,2,1,,,
Pagophilus groenlandicus,63356,F,1,2018,1,19,340,3KH,9998,Empty,,,,,,,,,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.19,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.32,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.15,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.4,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.31,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.13,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.1,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.04,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,1,1,7,2,1.23,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,150,"Herring, Atlantic",Clupea harengus,,,5,3,7,,1.21,,,average of ES 2; N=9
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,437,"Cod, Atlantic or Greenland",Gadus morhua or G. ogac,,,1,1,7,2,5.8,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.4,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,7.57,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.47,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,5.26,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,4.51,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,4.45,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,2.97,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,3.21,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,1,1,7,2,6.02,,,
Pagophilus groenlandicus,63357,F,3,2018,2,19,340,3KH,451,"Cod, Arctic",Boreogadus saida,,,4,3,7,,4.98,,,average of ES 2; N=9
